Código,Entidade,Região,Cidade,Qualidade do Ar,Poluição da Água,Ano,Produção Anual de Plástico,Participação na emissão global de plásticos para o oceano
UNI,United States of America,Washington,Seattle,79.37062937,36.94852941,,,
UNI,United States of America,Maryland,Baltimore,62.5,64.13043478,,,
UNI,United States of America,California,Huntington Beach,85.71428571,65.625,,,
UNI,United States of America,Oregon,Portland,74.12280702,36.34259259,,,
UNI,United States of America,Indiana,Indianapolis,67.44186047,50.65789474,,,
UNI,United States of America,Florida,Miami,70.2020202,47.36842105,,,
UNI,United States of America,Michigan,Detroit,51.2195122,52.08333333,,,
UNI,United States of America,California,San Diego,74.38271605,52.36486486,,,
UNI,United States of America,California,San Jose,62.20930233,41.25,,,
UNI,United States of America,Colorado,Denver,53.1779661,36.83035714,,,
UNI,United States of America,Texas,Houston,45.86092715,57.09459459,,,
UNI,United States of America,Arizona,Phoenix,44.29347826,47.64705882,,,
UNI,United States of America,Texas,Dallas,63.38028169,42.69230769,,,
UNI,United States of America,Texas,Fort Worth,47.72727273,51.13636364,,,
UNI,United States of America,Texas,Austin,68.57142857,43.5,,,
UNI,United States of America,Texas,El Paso,63.75,44.64285714,,,
UNI,United States of America,Tennessee,Memphis,66.30434783,48.68421053,,,
UNI,United States of America,North Carolina,Charlotte,76.875,31.57894737,,,
UNI,United States of America,Ohio,Columbus,87.5,62.5,,,
UNI,United States of America,Florida,Jacksonville,75.65789474,66.21621622,,,
UNI,United States of America,California,Long Beach,50.0,32.69230769,,,
UNI,United States of America,Texas,Laredo,0.0,100.0,,,
UNI,United States of America,California,Oakland,72.14285714,33.33333333,,,
UNI,United States of America,California,Sacramento,55.09259259,39.89361702,,,
UNI,United States of America,Hawaii,Honolulu,74.58333333,41.51785714,,,
UNI,United States of America,Rhode Island,Providence,76.47058824,59.61538462,,,
UNI,United States of America,New York,Brooklyn,52.08333333,33.65384615,,,
UNI,United States of America,Arizona,Tucson,84.27419355,39.65517241,,,
UNI,United States of America,Illinois,Aurora,75.0,25.0,,,
UNI,United States of America,Tennessee,Nashville,70.0,42.94871795,,,
UNI,United States of America,Utah,Salt Lake City,23.13432836,41.66666667,,,
UNI,United States of America,Georgia,Atlanta,59.6875,46.57534247,,,
UNI,United States of America,Nevada,Las Vegas,51.72413793,49.69135802,,,
UNI,United States of America,New York,Albany,87.5,31.25,,,
UNI,United States of America,Pennsylvania,Harrisburg,82.5,37.5,,,
UNI,United States of America,New Jersey,Trenton,85.0,100.0,,,
UNI,United States of America,New Jersey,Newark,50.0,62.5,,,
UNI,United States of America,New Jersey,Jersey City,58.33333333,60.0,,,
UNI,United States of America,Texas,Keller,66.66666667,25.0,,,
UNI,United States of America,Iowa,Davenport,86.36363636,53.57142857,,,
UNI,United States of America,Mississippi,Jackson,85.41666667,28.57142857,,,
UNI,United States of America,Maine,Augusta,50.0,100.0,,,
UNI,United States of America,Louisiana,Baton Rouge,64.58333333,40.625,,,
UNI,United States of America,Michigan,Lansing,92.85714286,41.66666667,,,
UNI,United States of America,New Hampshire,Concord,91.66666667,15.0,,,
UNI,United States of America,Nebraska,Lincoln,86.66666667,27.5,,,
UNI,United States of America,Maryland,Annapolis,86.53846154,47.22222222,,,
UNI,United States of America,Illinois,Springfield,90.625,62.5,,,
UNI,United States of America,Minnesota,Saint Paul,88.54166667,30.0,,,
UNI,United States of America,Alabama,Montgomery,70.83333333,56.25,,,
UNI,United States of America,Florida,Boca Raton,94.23076923,34.61538462,,,
UNI,United States of America,Alaska,Juneau,100.0,25.0,,,
UNI,United States of America,Vermont,Burlington,100.0,30.0,,,
UNI,United States of America,Texas,Allen,75.0,12.5,,,
UNI,United States of America,New Mexico,Las Cruces,82.8125,33.33333333,,,
UNI,United States of America,Arkansas,Little Rock,89.28571429,22.05882353,,,
UNI,United States of America,Connecticut,Hartford,65.38461538,50.0,,,
UNI,United States of America,Delaware,Dover,100.0,50.0,,,
UNI,United States of America,North Dakota,Fargo,100.0,0.0,,,
UNI,United States of America,North Dakota,Grand Forks,87.5,37.5,,,
UNI,United States of America,Louisiana,New Orleans,65.13157895,72.85714286,,,
UNI,United States of America,Ohio,Dayton,82.8125,33.33333333,,,
UNI,United States of America,New Mexico,Albuquerque,83.33333333,39.70588235,,,
UNI,United States of America,Oklahoma,Oklahoma City,88.33333333,31.73076923,,,
UNI,United States of America,Idaho,Boise,68.93939394,32.5,,,
UNI,United States of America,Minnesota,Minneapolis,79.51388889,33.57142857,,,
UNI,United States of America,Florida,Tallahassee,92.1875,41.66666667,,,
UNI,United States of America,North Dakota,Bismarck,95.83333333,50.0,,,
UNI,United States of America,Ohio,Cleveland,66.66666667,54.54545455,,,
UNI,United States of America,Wisconsin,Milwaukee,79.06976744,43.29268293,,,
UNI,United States of America,South Carolina,Columbia,66.07142857,52.27272727,,,
UNI,United States of America,New Mexico,Santa Fe,89.28571429,38.63636364,,,
UNI,United States of America,Montana,Helena,100.0,50.0,,,
UNI,United States of America,Wyoming,Cheyenne,92.85714286,0.0,,,
UNI,United States of America,Alaska,Anchorage,90.0,18.75,,,
UNI,United States of America,Iowa,Des Moines,82.5,38.33333333,,,
UNI,United States of America,Oregon,Springfield,25.0,50.0,,,
UNI,United States of America,Oklahoma,Norman,100.0,25.0,,,
UNI,United States of America,New York,Buffalo,77.08333333,36.95652174,,,
UNI,United States of America,Nevada,Carson City,100.0,50.0,,,
UNI,United States of America,Kansas,Topeka,81.25,56.25,,,
UNI,United States of America,North Carolina,Raleigh,84.44444444,31.25,,,
UNI,United States of America,Missouri,Kansas City,76.74418605,44.51219512,,,
UNI,United States of America,Washington,Olympia,87.5,18.75,,,
UNI,United States of America,Ohio,Cincinnati,57.57575758,43.10344828,,,
UNI,United States of America,Nebraska,Omaha,78.57142857,32.35294118,,,
UNI,United States of America,California,Fresno,21.25,78.125,,,
UNI,United States of America,Virginia,Richmond,73.17073171,27.63157895,,,
UNI,United States of America,Kentucky,Louisville,56.06060606,38.79310345,,,
UNI,United States of America,Wisconsin,Madison,86.76470588,40.32258065,,,
UNI,United States of America,Oregon,Salem,87.5,17.85714286,,,
UNI,United States of America,Alaska,Ketchikan,100.0,50.0,,,
UNI,United States of America,West Virginia,Charleston,95.0,50.0,,,
UNI,United States of America,Oklahoma,Tulsa,75.0,38.63636364,,,
UNI,United States of America,California,Santa Monica,66.66666667,54.16666667,,,
UNI,United States of America,California,Palo Alto,56.25,50.0,,,
UNI,United States of America,Wisconsin,Green Bay,63.88888889,50.0,,,
UNI,United States of America,South Carolina,Charleston,75.0,57.69230769,,,
UNI,United States of America,New Hampshire,Dover,100.0,50.0,,,
UNI,United States of America,New Hampshire,Nashua,87.5,0.0,,,
UNI,United States of America,New Hampshire,Manchester,76.92307692,38.88888889,,,
UNI,United States of America,Tennessee,Oak Ridge,87.5,50.0,,,
UNI,United States of America,California,San Luis Obispo,92.5,45.83333333,,,
UNI,United States of America,Massachusetts,Cambridge,91.66666667,21.875,,,
UNI,United States of America,Connecticut,West Hartford,91.66666667,6.25,,,
UNI,United States of America,Connecticut,New Haven,81.81818182,37.5,,,
UNI,United States of America,Massachusetts,New Bedford,25.0,75.0,,,
UNI,United States of America,Connecticut,Stamford,50.0,54.16666667,,,
UNI,United States of America,Connecticut,Bridgeport,79.16666667,66.66666667,,,
UNI,United States of America,Connecticut,Waterbury,80.0,0.0,,,
UNI,United States of America,Massachusetts,Worcester,91.66666667,75.0,,,
UNI,United States of America,Massachusetts,Pittsfield,89.28571429,100.0,,,
UNI,United States of America,Massachusetts,Fall River,100.0,50.0,,,
UNI,United States of America,Massachusetts,Newton,75.0,50.0,,,
UNI,United States of America,Connecticut,Danbury,75.0,0.0,,,
UNI,United States of America,Massachusetts,Somerville,100.0,12.5,,,
UNI,United States of America,Maine,Portland,82.14285714,42.85714286,,,
UNI,United States of America,New York,Rochester,64.70588235,47.91666667,,,
UNI,United States of America,California,Irvine,63.15789474,33.33333333,,,
UNI,United States of America,California,Fremont,79.16666667,15.0,,,
UNI,United States of America,Arizona,Scottsdale,68.75,28.84615385,,,
UNI,United States of America,Nevada,Reno,70.93023256,28.84615385,,,
UNI,United States of America,North Carolina,Winston-Salem,94.44444444,5.0,,,
UNI,United States of America,North Carolina,Durham,75.0,39.58333333,,,
UNI,United States of America,Virginia,Norfolk,100.0,75.0,,,
UNI,United States of America,Florida,Orlando,75.73529412,48.38709677,,,
UNI,United States of America,North Carolina,Greensboro,76.66666667,31.81818182,,,
UNI,United States of America,Ohio,Toledo,75.0,75.0,,,
UNI,United States of America,California,Stockton,44.23076923,71.875,,,
UNI,United States of America,Kentucky,Lexington,89.28571429,40.0,,,
UNI,United States of America,Texas,Corpus Christi,70.0,68.18181818,,,
UNI,United States of America,California,Riverside,45.83333333,53.33333333,,,
UNI,United States of America,California,Santa Ana,50.0,55.0,,,
UNI,United States of America,Colorado,Aurora,45.83333333,33.33333333,,,
UNI,United States of America,California,Anaheim,55.76923077,33.33333333,,,
UNI,United States of America,Florida,Tampa,79.78723404,45.93023256,,,
UNI,United States of America,California,Bakersfield,16.66666667,68.47826087,,,
UNI,United States of America,Colorado,Colorado Springs,79.41176471,38.39285714,,,
UNI,United States of America,Virginia,Virginia Beach,85.52631579,36.66666667,,,
UNI,United States of America,Arizona,Mesa,68.75,31.25,,,
UNI,United States of America,Kansas,Wichita,86.36363636,33.82352941,,,
UNI,United States of America,Nevada,Henderson,67.85714286,35.0,,,
UNI,United States of America,Indiana,Fort Wayne,66.66666667,43.75,,,
UNI,United States of America,California,Chula Vista,37.5,75.0,,,
UNI,United States of America,Arizona,Chandler,65.0,45.0,,,
UNI,United States of America,Texas,Lubbock,69.64285714,34.09090909,,,
UNI,United States of America,Texas,Garland,75.0,50.0,,,
UNI,United States of America,California,Garden Grove,75.0,0.0,,,
UNI,United States of America,Arizona,Gilbert,75.0,0.0,,,
UNI,United States of America,Arizona,Tempe,68.18181818,46.42857143,,,
UNI,United States of America,Arizona,Peoria,65.0,15.0,,,
UNI,United States of America,Arizona,Surprise,100.0,0.0,,,
UNI,United States of America,Texas,Plano,78.57142857,32.14285714,,,
UNI,United States of America,Texas,Irving,62.5,37.5,,,
UNI,United States of America,Texas,Amarillo,53.125,53.125,,,
UNI,United States of America,Texas,Brownsville,57.14285714,68.75,,,
UNI,United States of America,Texas,Mesquite,50.0,75.0,,,
UNI,United States of America,Texas,McKinney,87.5,18.75,,,
UNI,United States of America,Texas,McAllen,87.5,35.71428571,,,
UNI,United States of America,Utah,Orem,65.625,33.33333333,,,
UNI,United States of America,Utah,Ogden,80.55555556,0.0,,,
UNI,United States of America,Massachusetts,Haverhill,100.0,50.0,,,
UNI,United States of America,Massachusetts,Beverly,100.0,0.0,,,
UNI,United States of America,Massachusetts,Medford,100.0,0.0,,,
UNI,United States of America,Massachusetts,Woburn,87.5,50.0,,,
UNI,United States of America,Connecticut,Norwalk,75.0,30.0,,,
UNI,United States of America,Rhode Island,East Providence,100.0,50.0,,,
UNI,United States of America,Rhode Island,Woonsocket,80.0,100.0,,,
UNI,United States of America,Florida,Venice,91.66666667,16.66666667,,,
UNI,United States of America,Missouri,Columbia,96.42857143,25.0,,,
UNI,United States of America,California,Napa,92.85714286,37.5,,,
UNI,United States of America,Arkansas,Jonesboro,50.0,50.0,,,
UNI,United States of America,Arkansas,Marion,0.0,75.0,,,
UNI,United States of America,Arkansas,Cabot,75.0,25.0,,,
UNI,United States of America,Arkansas,Russellville,93.75,50.0,,,
UNI,United States of America,Arizona,Bullhead City,100.0,50.0,,,
UNI,United States of America,Arkansas,Texarkana,87.5,50.0,,,
UNI,United States of America,Arkansas,Rogers,87.5,12.5,,,
UNI,United States of America,Alabama,Dothan,100.0,62.5,,,
UNI,United States of America,Arkansas,Fort Smith,95.0,25.0,,,
UNI,United States of America,Alabama,Tuscaloosa,86.11111111,40.0,,,
UNI,United States of America,Alaska,Fairbanks,68.18181818,10.0,,,
UNI,United States of America,Arkansas,Van Buren,100.0,50.0,,,
UNI,United States of America,Arizona,Kingman,100.0,75.0,,,
UNI,United States of America,Alabama,Florence,100.0,50.0,,,
UNI,United States of America,Arizona,Yuma,77.77777778,45.0,,,
UNI,United States of America,Arizona,Flagstaff,100.0,18.75,,,
UNI,United States of America,Alaska,Palmer,95.0,0.0,,,
UNI,United States of America,Alabama,Huntsville,95.0,25.0,,,
UNI,United States of America,Alabama,Mobile,75.0,57.14285714,,,
UNI,United States of America,Arizona,Maricopa,100.0,50.0,,,
UNI,United States of America,Arkansas,Murfreesboro,87.5,37.5,,,
UNI,United States of America,Arizona,Sierra Vista,75.0,30.0,,,
UNI,United States of America,Alaska,Seward,100.0,0.0,,,
UNI,United States of America,Arkansas,Hot Springs,100.0,0.0,,,
UNI,United States of America,Arizona,Prescott,96.42857143,25.0,,,
UNI,United States of America,Alaska,Wasilla,96.42857143,33.33333333,,,
UNI,United States of America,Alaska,Kodiak,100.0,25.0,,,
UNI,United States of America,Louisiana,Shreveport,78.125,91.66666667,,,
UNI,United States of America,Oregon,Gresham,100.0,0.0,,,
UNI,United States of America,Oregon,Beaverton,81.25,6.25,,,
UNI,United States of America,Georgia,Savannah,64.0625,52.08333333,,,
UNI,United States of America,Texas,Sugar Land,87.5,37.5,,,
UNI,United States of America,Colorado,Greeley,95.0,0.0,,,
UNI,United States of America,Wisconsin,Waukesha,87.5,50.0,,,
UNI,United States of America,Wisconsin,Appleton,89.28571429,25.0,,,
UNI,United States of America,Wisconsin,Eau Claire,96.42857143,33.33333333,,,
UNI,United States of America,Virginia,Charlottesville,100.0,58.33333333,,,
UNI,United States of America,California,Beverly Hills,100.0,0.0,,,
UNI,United States of America,New York,Yonkers,100.0,50.0,,,
UNI,United States of America,New York,Niagara Falls,100.0,50.0,,,
UNI,United States of America,Texas,Waco,81.25,68.75,,,
UNI,United States of America,Texas,Frisco,87.5,29.16666667,,,
UNI,United States of America,Texas,Beaumont,70.83333333,87.5,,,
UNI,United States of America,Texas,Denton,62.5,37.5,,,
UNI,United States of America,Texas,Midland,75.0,100.0,,,
UNI,United States of America,Texas,Round Rock,75.0,0.0,,,
UNI,United States of America,Texas,Wichita Falls,62.5,43.75,,,
UNI,United States of America,Texas,Odessa,100.0,50.0,,,
UNI,United States of America,Louisiana,Lafayette,92.85714286,0.0,,,
UNI,United States of America,New York,Oyster Bay,100.0,25.0,,,
UNI,United States of America,Utah,Roy,100.0,50.0,,,
UNI,United States of America,South Dakota,Sioux Falls,81.81818182,32.14285714,,,
UNI,United States of America,New Hampshire,Hanover,100.0,50.0,,,
UNI,United States of America,Missouri,Springfield,84.72222222,42.30769231,,,
UNI,United States of America,Texas,Galveston,85.71428571,50.0,,,
UNI,United States of America,Virginia,Abingdon,100.0,50.0,,,
UNI,United States of America,New Jersey,Camden,87.5,50.0,,,
UNI,United States of America,New Jersey,Hoboken,56.25,62.5,,,
UNI,United States of America,California,Livermore,75.0,54.16666667,,,
UNI,United States of America,New Jersey,Atlantic City,91.66666667,37.5,,,
UNI,United States of America,Pennsylvania,Allentown,60.71428571,75.0,,,
UNI,United States of America,Oregon,Grants Pass,62.5,75.0,,,
UNI,United States of America,Ohio,Zanesville,50.0,85.0,,,
UNI,United States of America,Georgia,Brookhaven,50.0,75.0,,,
UNI,United States of America,California,Santa Cruz,88.23529412,34.61538462,,,
UNI,United States of America,California,Santa Clara,75.0,35.0,,,
UNI,United States of America,California,Santa Barbara,83.82352941,56.25,,,
UNI,United States of America,Ohio,Akron,65.0,83.33333333,,,
UNI,United States of America,Florida,West Palm Beach,72.5,66.66666667,,,
UNI,United States of America,Florida,Fort Lauderdale,81.57894737,42.10526316,,,
UNI,United States of America,Montana,Billings,75.0,40.0,,,
UNI,United States of America,Indiana,West Lafayette,75.0,75.0,,,
UNI,United States of America,California,Crescent City,100.0,0.0,,,
UNI,United States of America,Michigan,Kalamazoo,88.63636364,53.57142857,,,
UNI,United States of America,California,San Mateo,80.0,20.0,,,
UNI,United States of America,California,Yuba City,100.0,50.0,,,
UNI,United States of America,New Jersey,Passaic,50.0,75.0,,,
UNI,United States of America,Oregon,Eugene,75.0,36.25,,,
UNI,United States of America,Delaware,Wilmington,66.66666667,87.5,,,
UNI,United States of America,New York,Poughkeepsie,91.66666667,12.5,,,
UNI,United States of America,Washington,Puyallup,75.0,25.0,,,
UNI,United States of America,California,Rancho Palos Verdes,87.5,25.0,,,
UNI,United States of America,Georgia,Augusta,71.875,33.33333333,,,
UNI,United States of America,Michigan,Grand Rapids,69.23076923,44.44444444,,,
UNI,United States of America,Texas,Grapevine,0.0,100.0,,,
UNI,United States of America,Tennessee,Knoxville,56.94444444,51.78571429,,,
UNI,United States of America,Illinois,Belvidere,75.0,25.0,,,
UNI,United States of America,Tennessee,Chattanooga,79.41176471,61.53846154,,,
UNI,United States of America,Washington,Spokane,77.88461538,25.0,,,
UNI,United States of America,Montana,Missoula,79.6875,22.91666667,,,
UNI,United States of America,Colorado,Boulder,85.0,47.91666667,,,
UNI,United States of America,Washington,Tacoma,78.94736842,50.0,,,
UNI,United States of America,California,Modesto,46.66666667,54.54545455,,,
UNI,United States of America,Colorado,Aspen,75.0,50.0,,,
UNI,United States of America,California,Vallejo,100.0,50.0,,,
UNI,United States of America,California,Thousand Oaks,92.5,20.83333333,,,
UNI,United States of America,California,Sunnyvale,77.08333333,55.55555556,,,
UNI,United States of America,California,Oxnard,95.0,0.0,,,
UNI,United States of America,California,Santa Rosa,81.25,29.54545455,,,
UNI,United States of America,South Dakota,Rapid City,92.5,37.5,,,
UNI,United States of America,New York,Binghamton,62.5,62.5,,,
UNI,United States of America,Washington,Bellevue,94.23076923,19.44444444,,,
UNI,United States of America,Arkansas,Fayetteville,94.44444444,20.0,,,
UNI,United States of America,Georgia,Macon,60.0,50.0,,,
UNI,United States of America,Washington,Walla Walla,100.0,0.0,,,
UNI,United States of America,Wyoming,Casper,100.0,33.33333333,,,
UNI,United States of America,Washington,Redmond,87.5,33.33333333,,,
UNI,United States of America,Illinois,Peoria,96.875,29.16666667,,,
UNI,United States of America,Washington,Aberdeen,100.0,0.0,,,
UNI,United States of America,Illinois,Rockford,60.71428571,60.0,,,
UNI,United States of America,Washington,Vancouver,73.07692308,29.80769231,,,
UNI,United States of America,Pennsylvania,Erie,80.0,100.0,,,
UNI,United States of America,Florida,Hollywood,100.0,37.5,,,
UNI,United States of America,South Dakota,Aberdeen,50.0,83.33333333,,,
UNI,United States of America,Pennsylvania,Reading,87.5,50.0,,,
UNI,United States of America,Vermont,Brunswick,100.0,37.5,,,
UNI,United States of America,Georgia,Columbus,82.5,45.0,,,
UNI,United States of America,Texas,Mission,100.0,0.0,,,
UNI,United States of America,West Virginia,Huntington,75.0,25.0,,,
UNI,United States of America,Tennessee,Kingsport,56.25,93.75,,,
UNI,United States of America,Illinois,Naperville,83.33333333,12.5,,,
UNI,United States of America,Florida,Clearwater,85.71428571,35.71428571,,,
UNI,United States of America,New Jersey,Clifton,100.0,0.0,,,
UNI,United States of America,Florida,Naples,80.76923077,30.76923077,,,
UNI,United States of America,California,Newport Beach,93.75,25.0,,,
UNI,United States of America,Pennsylvania,Scranton,92.85714286,41.66666667,,,
UNI,United States of America,Georgia,Albany,75.0,16.66666667,,,
UNI,United States of America,Georgia,Duluth,50.0,0.0,,,
UNI,United States of America,Virginia,Blacksburg,75.0,0.0,,,
UNI,United States of America,New Hampshire,Newport,100.0,0.0,,,
UNI,United States of America,New York,Middletown,100.0,25.0,,,
UNI,United States of America,Missouri,Joplin,79.16666667,18.75,,,
UNI,United States of America,Pennsylvania,Lancaster,66.66666667,45.0,,,
UNI,United States of America,Idaho,Pocatello,83.33333333,87.5,,,
UNI,United States of America,California,Simi Valley,82.14285714,25.0,,,
UNI,United States of America,California,Fairfield,87.5,37.5,,,
UNI,United States of America,Maine,Bangor,87.5,12.5,,,
UNI,United States of America,Maryland,Rockville,87.5,50.0,,,
UNI,United States of America,Wyoming,Laramie,100.0,0.0,,,
UNI,United States of America,West Virginia,Parkersburg,0.0,100.0,,,
UNI,United States of America,North Carolina,Fayetteville,77.08333333,66.66666667,,,
UNI,United States of America,New York,Schenectady,50.0,50.0,,,
UNI,United States of America,Virginia,Newport News,66.66666667,62.5,,,
UNI,United States of America,Indiana,Holland,75.0,75.0,,,
UNI,United States of America,California,Adelanto,50.0,50.0,,,
UNI,United States of America,North Carolina,Goldsboro,60.0,100.0,,,
UNI,United States of America,Pennsylvania,Chester,87.5,50.0,,,
UNI,United States of America,California,El Cajon,50.0,25.0,,,
UNI,United States of America,Florida,Pembroke Pines,100.0,75.0,,,
UNI,United States of America,Georgia,Adrian,83.33333333,87.5,,,
UNI,United States of America,California,Escondido,75.0,12.5,,,
UNI,United States of America,North Carolina,Farmville,75.0,25.0,,,
UNI,United States of America,Mississippi,Hattiesburg,82.14285714,41.66666667,,,
UNI,United States of America,Illinois,Des Plaines,100.0,50.0,,,
UNI,United States of America,California,Paradise,75.0,50.0,,,
UNI,United States of America,Washington,Everett,88.63636364,32.14285714,,,
UNI,United States of America,Maryland,Columbia,100.0,25.0,,,
UNI,United States of America,Texas,Temple,100.0,0.0,,,
UNI,United States of America,Washington,Bellingham,94.73684211,30.0,,,
UNI,United States of America,California,Chico,72.5,50.0,,,
UNI,United States of America,Illinois,Alton,25.0,75.0,,,
UNI,United States of America,Nevada,Amargosa Valley,25.0,100.0,,,
UNI,United States of America,Nebraska,Grand Island,75.0,0.0,,,
UNI,United States of America,Wisconsin,Kenosha,87.5,12.5,,,
UNI,United States of America,New York,White Plains,37.5,62.5,,,
UNI,United States of America,Illinois,Urbana,87.5,12.5,,,
UNI,United States of America,Florida,Cape Coral,75.0,25.0,,,
UNI,United States of America,Montana,Great Falls,75.0,25.0,,,
UNI,United States of America,Iowa,Ames,66.66666667,50.0,,,
UNI,United States of America,Utah,Spanish Fork,75.0,0.0,,,
UNI,United States of America,Utah,Logan,67.85714286,0.0,,,
UNI,United States of America,Utah,Tooele,100.0,50.0,,,
UNI,United States of America,Utah,Farmington,100.0,50.0,,,
UNI,United States of America,Utah,Lewiston,75.0,0.0,,,
UNI,United States of America,California,Berkeley,79.16666667,36.11111111,,,
UNI,United States of America,Michigan,Ann Arbor,76.31578947,51.78571429,,,
UNI,United States of America,California,Pasadena,65.0,20.0,,,
UNI,United States of America,Florida,Key West,100.0,0.0,,,
UNI,United States of America,Minnesota,Duluth,96.42857143,25.0,,,
UNI,United States of America,California,Glendale,77.5,45.83333333,,,
UNI,United States of America,California,San Bernardino,0.0,50.0,,,
UNI,United States of America,Florida,Pensacola,66.17647059,53.125,,,
UNI,United States of America,Iowa,Cedar Rapids,89.28571429,25.0,,,
UNI,United States of America,Indiana,Evansville,68.75,37.5,,,
UNI,United States of America,Kansas,Kansas City,68.75,31.25,,,
UNI,United States of America,Minnesota,Rochester,80.55555556,62.5,,,
UNI,United States of America,California,Mountain View,91.66666667,33.33333333,,,
UNI,United States of America,California,Pomona,37.5,75.0,,,
UNI,United States of America,Indiana,South Bend,92.85714286,33.33333333,,,
UNI,United States of America,North Dakota,Minot,68.75,75.0,,,
UNI,United States of America,California,Monterey,91.66666667,34.375,,,
UNI,United States of America,Iowa,Iowa City,83.33333333,37.5,,,
UNI,United States of America,Florida,St. Augustine,87.5,62.5,,,
UNI,United States of America,Florida,Gainesville,87.5,34.375,,,
UNI,United States of America,California,Palm Springs,43.75,87.5,,,
UNI,United States of America,California,Salinas,100.0,50.0,,,
UNI,United States of America,California,Ontario,33.33333333,25.0,,,
UNI,United States of America,California,Eureka,100.0,0.0,,,
UNI,United States of America,California,Oceanside,75.0,75.0,,,
UNI,United States of America,California,Palmdale,32.14285714,50.0,,,
UNI,United States of America,California,Torrance,75.0,0.0,,,
UNI,United States of America,Iowa,Sioux City,100.0,50.0,,,
UNI,United States of America,Indiana,Bloomington,83.33333333,55.0,,,
UNI,United States of America,California,Ventura,85.0,35.0,,,
UNI,United States of America,California,Concord,62.5,12.5,,,
UNI,United States of America,Michigan,Flint,62.5,87.5,,,
UNI,United States of America,Mississippi,Gulfport,100.0,0.0,,,
UNI,United States of America,Florida,Daytona Beach,96.42857143,46.42857143,,,
UNI,United States of America,Mississippi,Biloxi,100.0,50.0,,,
UNI,United States of America,Colorado,Fort Collins,86.84210526,35.0,,,
UNI,United States of America,California,Alameda,62.5,37.5,,,
UNI,United States of America,California,Carlsbad,75.0,25.0,,,
UNI,United States of America,California,Hayward,87.5,25.0,,,
UNI,United States of America,California,Fontana,45.0,35.0,,,
UNI,United States of America,California,Santa Clarita,87.5,31.25,,,
UNI,United States of America,Ohio,Canton,83.33333333,25.0,,,
UNI,United States of America,California,Roseville,93.75,40.0,,,
UNI,United States of America,Indiana,Anderson,90.0,25.0,,,
UNI,United States of America,Florida,Sarasota,90.38461538,25.0,,,
UNI,United States of America,Virginia,Williamsburg,100.0,0.0,,,
UNI,United States of America,Virginia,Winchester,100.0,50.0,,,
UNI,United States of America,Indiana,Terre Haute,75.0,12.5,,,
UNI,United States of America,California,Walnut Creek,83.33333333,8.333333333,,,
UNI,United States of America,Kansas,Lawrence,87.5,50.0,,,
UNI,United States of America,Kentucky,Owensboro,60.71428571,66.66666667,,,
UNI,United States of America,California,Carson,25.0,100.0,,,
UNI,United States of America,California,Corona,50.0,37.5,,,
UNI,United States of America,California,Lancaster,87.5,12.5,,,
UNI,United States of America,California,Fullerton,100.0,25.0,,,
UNI,United States of America,California,Victorville,85.71428571,50.0,,,
UNI,United States of America,California,Antioch,0.0,75.0,,,
UNI,United States of America,California,Redding,72.22222222,45.83333333,,,
UNI,United States of America,California,Rancho Cucamonga,66.66666667,16.66666667,,,
UNI,United States of America,California,El Centro,78.57142857,66.66666667,,,
UNI,United States of America,California,Visalia,40.0,75.0,,,
UNI,United States of America,Idaho,Idaho Falls,95.83333333,16.66666667,,,
UNI,United States of America,Texas,Tyler,66.66666667,45.83333333,,,
UNI,United States of America,California,Merced,87.5,50.0,,,
UNI,United States of America,California,Costa Mesa,56.25,40.0,,,
UNI,United States of America,Washington,Yakima,78.125,31.25,,,
UNI,United States of America,Idaho,Coeur d'Alene,79.16666667,50.0,,,
UNI,United States of America,Idaho,Moscow,37.5,62.5,,,
UNI,United States of America,Kansas,Overland Park,98.21428571,16.66666667,,,
UNI,United States of America,Maine,Lewiston,100.0,50.0,,,
UNI,United States of America,Oklahoma,Lawton,100.0,50.0,,,
UNI,United States of America,California,Redwood City,100.0,0.0,,,
UNI,United States of America,Florida,Coral Springs,100.0,50.0,,,
UNI,United States of America,Illinois,Decatur,70.83333333,37.5,,,
UNI,United States of America,California,Mission Viejo,75.0,75.0,,,
UNI,United States of America,Florida,Fort Myers,70.58823529,85.0,,,
UNI,United States of America,Oregon,Albany,75.0,12.5,,,
UNI,United States of America,California,Encinitas,75.0,12.5,,,
UNI,United States of America,Minnesota,Alexandria,100.0,25.0,,,
UNI,United States of America,Idaho,Twin Falls,75.0,75.0,,,
UNI,United States of America,Indiana,Merrillville,87.5,50.0,,,
UNI,United States of America,Iowa,Ankeny,100.0,50.0,,,
UNI,United States of America,Montana,Bozeman,100.0,5.555555556,,,
UNI,United States of America,South Carolina,Greenville,91.25,18.33333333,,,
UNI,United States of America,Texas,New Braunfels,100.0,31.25,,,
UNI,United States of America,Illinois,Pittsfield,100.0,50.0,,,
UNI,United States of America,Illinois,Wheaton,100.0,0.0,,,
UNI,United States of America,Illinois,Macomb,75.0,0.0,,,
UNI,United States of America,Illinois,McHenry,75.0,75.0,,,
UNI,United States of America,Illinois,Lockport,100.0,0.0,,,
UNI,United States of America,Illinois,Quincy,91.66666667,25.0,,,
UNI,United States of America,New York,Corning,100.0,37.5,,,
UNI,United States of America,Illinois,Crystal Lake,68.75,25.0,,,
